Timestamp,Latitude,Longitude,Pressure,Flow,Anomaly
2024-07-27 06:42:28.117460,35.50836276103494,-116.81819437890782,55.22020397535238,113.3229404732445,0
2024-07-27 06:43:28.117460,35.43280047629799,-116.52873955632072,57.007079720794025,108.38584329396213,0
2024-07-27 06:44:28.117460,35.516054786061915,-115.20440177898497,52.158306639131055,110.56143923232229,0
2024-07-27 06:45:28.117460,36.3129790963259,-116.57806794225839,23.234098316542777,171.82137281861415,1
2024-07-27 06:46:28.117460,36.55773738355527,-116.76035189499201,58.26955643477825,101.23281863465655,0
2024-07-27 06:47:28.117460,34.78418133847838,-115.10901819915202,26.21498770637512,167.2541103738233,1
2024-07-27 06:48:28.117460,35.648141499128556,-116.77849712484922,54.28309839005159,117.7429027472005,0
2024-07-27 06:49:28.117460,35.971122979409555,-117.94296255813171,18.21260756756556,156.10795707159912,1
2024-07-27 06:50:28.117460,36.80580757637948,-115.17849104714182,52.11444044767419,114.45147147438789,0
2024-07-27 06:51:28.117460,34.47964667805116,-116.97989074083452,51.072291567968236,114.18291507751182,0
2024-07-27 06:52:28.117460,36.206467042525276,-116.0385422411921,55.815762865040284,107.85060309269436,0
2024-07-27 06:53:28.117460,36.48426455082197,-115.03224277159654,52.46060146387206,118.02273608319223,0
2024-07-27 06:54:28.117460,35.70833141492627,-116.46788821835258,59.92777709868661,102.36522069831193,0
2024-07-27 06:55:28.117460,34.83924064469045,-115.9011757108305,15.9883667347619,165.98236384183195,1
2024-07-27 06:56:28.117460,36.31155260027995,-116.36222491792297,58.85149730814546,114.80139190715721,0
2024-07-27 06:57:28.117460,35.83320729015514,-117.67583017300583,59.52217294003516,116.71576711737389,0
2024-07-27 06:58:28.117460,35.77980550117057,-115.80610838839864,53.85563543225713,112.84331959967709,0
2024-07-27 06:59:28.117460,35.05190218008421,-116.98956179327898,59.42824959531553,119.70074664739718,0
2024-07-27 07:00:28.117460,36.55971424745444,-115.79798245546364,51.2168963621124,116.5470683770329,0
2024-07-27 07:01:28.117460,35.886838267466594,-116.19926028991955,50.62482105288016,118.54242594344083,0
2024-07-27 07:02:28.117460,35.14194859517283,-117.133693527554,51.99757685704596,104.70807731030212,0
2024-07-27 07:03:28.117460,36.42992832442613,-117.99836926604094,53.61392797371062,108.06423299499438,0
2024-07-27 07:04:28.117460,35.38458153486303,-116.28602083612196,53.38605318445607,104.283513793142,0
2024-07-27 07:05:28.117460,36.32516114720915,-117.11753772373359,50.80291774342057,110.34045576707932,0
2024-07-27 07:06:28.117460,34.418100630626725,-116.77146917300475,56.40049592153068,116.07222772765746,0
2024-07-27 07:07:28.117460,36.248020896346404,-117.60665932020255,59.130898184353526,107.07705754774167,0
2024-07-27 07:08:28.117460,34.336005769007116,-115.41085967161389,55.30844089657886,118.89844403858137,0
2024-07-27 07:09:28.117460,34.35755719949289,-117.65485160029502,56.37714575449241,113.24247965298692,0
2024-07-27 07:10:28.117460,34.15392454450282,-115.59485497829507,57.07068851605608,104.61754982016832,0
2024-07-27 07:11:28.117460,36.16829743495524,-115.46733628467894,50.39003701428974,113.61791502426462,0
2024-07-27 07:12:28.117460,36.318470967166476,-117.45432153222956,59.99178987050753,116.43659018914116,0
2024-07-27 07:13:28.117460,34.8041620186075,-115.98854937210798,52.44403370891877,105.73048786909905,0
2024-07-27 07:14:28.117460,34.02082649617709,-116.49089926404771,52.42089181232833,119.7749909453018,0
